epid,firstname,lastname,active,start,end,birthdate,country,gender,eugroup,party,email,twitter,term,voteid,ep2024
113959,Martina,ANDERSON,1,2019-07-02,2020-01-31,1962-04-16,gb,,GUE/NGL,Sinn Fein,,,9,6280,
113892,Eric,ANDRIEU,1,2019-07-02,2023-06-01,1960-04-14,fr,,S&D,Parti socialiste,,,9,6279,
112748,Biljana,BORZAN,1,2019-07-02,,1971-11-29,hr,,S&D,Socijaldemokratska partija Hrvatske,,,9,6264,bh3
112747,Romana,JERKOVIĆ,1,2020-02-01,,1964-11-28,hr,,S&D,Socijaldemokratska partija Hrvatske,,,9,6263,2vj
112744,Tonino,PICULA,1,2019-07-02,,1961-08-31,hr,,S&D,Socijaldemokratska partija Hrvatske,,,9,6261,4f7
112611,Petri,SARVAMAA,1,2019-07-02,,1960-09-15,fi,,EPP,Kansallinen Kokoomus,,,9,6259,
112014,Phil,BENNION,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,6256,
111011,Anthea,McINTYRE,1,2019-07-02,2020-01-31,1954-06-29,gb,,ECR,Conservative Party,,,9,6234,
107212,Andrey,NOVAKOV,1,2019-07-02,,1988-07-07,bg,,EPP,Citizens for European Development of Bulgaria,,,9,6709,
106936,Daniel,FREUND,1,2019-07-02,,1984-10-14,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6851,25-67
103746,Michal,ŠIMEČKA,1,2019-07-02,2023-10-24,1984-05-10,sk,,Renew,Progresívne Slovensko,,,9,7152,
103381,Terry,REINTKE,1,2019-07-02,,1987-05-09,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6529,tfw
101585,Niels,FUGLSANG,1,2019-07-02,,1985-06-29,dk,,S&D,Socialdemokratiet,,,9,6955,4mn
101039,Paolo,BORCHIA,1,2019-07-02,,1980-05-27,it,,ID,Lega,,,9,7000,
99945,Lena,DÜPONT,1,2019-07-02,,1986-04-30,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6810,3m5
99461,Alexandra Lesley,PHILLIPS,1,2019-07-02,2020-01-31,1983-12-26,gb,,NI,The Brexit Party,,,9,7101,
99283,Alessandro,PANZA,1,2019-07-02,,1982-05-15,it,,ID,Lega,,,9,6979,
98582,Loránt,VINCZE,1,2019-07-02,,1977-11-03,ro,,EPP,Uniunea Democrată Maghiară din România,,,9,7062,0u3
98341,Eva,MAYDELL,1,2019-07-02,,1986-01-26,bg,,EPP,Citizens for European Development of Bulgaria,,,9,6483,
97968,Andrey,KOVATCHEV,1,2019-07-02,,1967-12-13,bg,,EPP,Citizens for European Development of Bulgaria,,,9,6196,eg2
97236,Marie,TOUSSAINT,1,2019-07-02,,1987-05-27,fr,,Greens/EFA,Europe Écologie,,,9,6894,str
97198,Mara,BIZZOTTO,1,2019-07-02,2022-10-12,1972-06-03,it,,ID,Lega,,,9,6179,
97133,Derk Jan,EPPINK,1,2019-07-02,2021-03-30,1958-11-07,nl,,ECR,JA21,,,9,6167,
97058,Guy,VERHOFSTADT,1,2019-07-02,,1953-04-11,be,,Renew,Open Vlaamse Liberalen en Democraten,,,9,6159,qey
96998,Evelyn,REGNER,1,2019-07-02,,1966-01-24,at,,S&D,Sozialdemokratische Partei Österreichs,,,9,6136,xfu
96991,Eider,GARDIAZABAL RUBIAL,1,2019-07-02,,1975-07-12,es,,S&D,Partido Socialista Obrero Español,,,9,6130,
96978,Nuno,MELO,1,2019-07-02,2024-03-25,1966-03-18,pt,,EPP,Partido do Centro Democrático Social-Partido Popular,,,9,6121,
96955,Catherine,BEARDER,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,6110,
96952,Sylvie,GUILLAUME,1,2019-07-02,,1962-06-11,fr,,S&D,Parti socialiste,,,9,6107,
96951,Diane,DODDS,1,2019-07-02,2020-01-31,,gb,,NI,Democratic Unionist Party,,,9,6106,
96936,Gabriel,MATO,1,2020-02-01,,1961-04-29,es,,EPP,Partido Popular,,,9,6096,
96934,Sandra,KALNIETE,1,2019-07-02,,1952-12-22,lv,,EPP,"Partija ""VIENOTĪBA""",,,9,6095,tby
96933,Milan,ZVER,1,2019-07-02,,1962-05-25,si,,EPP,Slovenska demokratska stranka,,,9,6094,dcn
96932,Birgit,SIPPEL,1,2019-07-02,,1960-01-29,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6093,9g4
96922,Izaskun,BILBAO BARANDICA,1,2019-07-02,,1961-03-27,es,,Renew,Partido Nacionalista Vasco,,,9,6089,
96911,Tanja,FAJON,1,2019-07-02,2022-05-12,1971-05-09,si,,S&D,Socialni demokrati,,,9,6080,
96903,Paulo,RANGEL,1,2019-07-02,2024-04-01,1968-02-18,pt,,EPP,Partido Social Democrata,,,9,6072,
96899,José Manuel,FERNANDES,1,2019-07-02,2024-04-01,1967-07-26,pt,,EPP,Partido Social Democrata,,,9,6068,
96892,Roberto,GUALTIERI,1,2019-07-02,2019-09-05,,it,,S&D,Partito Democratico,,,9,6063,
96891,Paolo,DE CASTRO,1,2019-07-02,,1958-02-02,it,,S&D,Partito Democratico,,,9,6062,
96885,Dominique,RIQUET,1,2019-07-02,,1946-09-18,fr,,Renew,Mouvement Radical Social-Libéral,,,9,6056,peg
96880,Andrea,COZZOLINO,1,2019-07-02,,1962-08-03,it,,NA,Partito Democratico,,,9,6051,
96868,Karima,DELLI,1,2019-07-02,,1979-03-04,fr,,Greens/EFA,Europe Écologie,,,9,6040,
96867,Maria da Graça,CARVALHO,1,2019-07-02,2024-04-01,1955-04-09,pt,,EPP,Partido Social Democrata,,,9,6039,
96852,Cornelia,ERNST,1,2019-07-02,,1956-11-30,de,,GUE/NGL,DIE LINKE.,,,9,6024,
96844,Norbert,NEUSER,1,2019-07-02,2022-01-10,1949-03-22,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6016,
96842,Ismail,ERTUG,1,2019-07-02,2023-07-02,1975-12-05,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6014,
96837,Petra,KAMMEREVERT,1,2019-07-02,,1966-06-01,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6009,
96833,Jens,GEIER,1,2019-07-02,,1961-06-22,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6005,3c9
96830,Enikő,GYŐRI,1,2019-07-02,,1968-07-17,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,6002,y8e
96829,Ádám,KÓSA,1,2019-07-02,,1975-07-01,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,6001,rbz
96826,Tamás,DEUTSCH,1,2019-07-02,,1966-07-27,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,5998,tgd
96820,Marisa,MATIAS,1,2019-07-02,2024-03-25,1976-02-20,pt,,GUE/NGL,Bloco de Esquerda,,,9,5992,
96812,Juan Fernando,LÓPEZ AGUILAR,1,2019-07-02,,1961-06-10,es,,S&D,Partido Socialista Obrero Español,,,9,5984,4er
96811,Rosa,ESTARÀS FERRAGUT,1,2019-07-02,,1965-10-21,es,,EPP,Partido Popular,,,9,5983,
96810,Carlo,FIDANZA,1,2019-07-02,,1976-09-21,it,,ECR,FRATELLI D' ITALIA,,,9,5982,
96809,Peter van,DALEN,1,2019-07-02,2023-09-03,1958-09-03,nl,,EPP,ChristenUnie,,,9,5981,
96808,Pablo,ARIAS ECHEVERRÍA,1,2019-07-02,,1970-06-30,es,,EPP,Partido Popular,,,9,5980,u7z
96801,Tomasz Piotr,PORĘBA,1,2019-07-02,,1973-03-31,pl,,ECR,Prawo i Sprawiedliwość,,,9,5974,
96796,Ryszard Antoni,LEGUTKO,1,2019-07-02,,1949-12-24,pl,,ECR,Prawo i Sprawiedliwość,,,9,5969,
96791,Elżbieta Katarzyna,ŁUKACIJEWSKA,1,2019-07-02,,1966-11-25,pl,,EPP,Platforma Obywatelska,,,9,5964,
96787,Herbert,DORFMANN,1,2019-07-02,,1969-03-04,it,,EPP,Südtiroler Volkspartei,,,9,5960,fd3
96780,Monika,HOHLMEIER,1,2019-07-02,,1962-07-02,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,9,5953,5fq
96779,Danuta Maria,HÜBNER,1,2019-07-02,,1948-04-08,pl,,EPP,Platforma Obywatelska,,,9,5952,
96776,Róża,THUN UND HOHENSTEIN,1,2019-07-02,,1954-04-13,pl,,Renew,Polska 2050,,,9,5949,
96775,Lara,COMI,1,2022-11-02,,1983-02-18,it,,EPP,Forza Italia,,,9,5948,
96772,Peter,JAHR,1,2019-07-02,,1959-04-24,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5945,
96771,Jarosław,KALINOWSKI,1,2019-07-02,,1962-04-12,pl,,EPP,Polskie Stronnictwo Ludowe,,,9,5944,
96761,Axel,VOSS,1,2019-07-02,,1963-04-07,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5934,c8q
96756,Sabine,VERHEYEN,1,2019-07-02,,1964-10-24,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5930,w9x
96752,Martin,HÄUSLING,1,2019-07-02,,1961-03-26,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,5926,sbg
96750,François,ALFONSI,1,2019-07-02,,1953-09-14,fr,,Greens/EFA,Régions et Peuples Solidaires,,,9,5924,
96747,Arnaud,DANJEAN,1,2019-07-02,,1971-02-11,fr,,EPP,Les Républicains,,,9,5921,
96743,Michèle,RIVASI,1,2019-07-02,2023-11-29,1953-02-09,fr,,Greens/EFA,Europe Écologie,,,9,5917,
96740,Yannick,JADOT,1,2019-07-02,2023-09-23,1967-07-27,fr,,Greens/EFA,Europe Écologie,,,9,5914,
96739,Reinhard,BÜTIKOFER,1,2019-07-02,,1953-01-26,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,5913,
96734,Ska,KELLER,1,2019-07-02,,1981-11-22,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,5908,
96730,Sven,GIEGOLD,1,2019-07-02,2021-12-15,1969-11-17,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,5904,
96725,Bas,EICKHOUT,1,2019-07-02,,1976-10-08,nl,,Greens/EFA,GroenLinks,,,9,5899,qgx
96713,Evžen,TOŠENOVSKÝ,1,2019-07-02,,1956-02-26,cz,,ECR,Občanská demokratická strana,,,9,5892,
96711,Pascal,CANFIN,1,2019-07-02,,1974-08-22,fr,,Renew,Liste Renaissance,,,9,5891,28c
96709,Morten,LØKKEGAARD,1,2019-07-02,,1964-12-20,dk,,Renew,"Venstre, Danmarks Liberale Parti",,,9,5889,98r
96706,João,FERREIRA,1,2019-07-02,2021-07-05,1978-11-20,pt,,GUE/NGL,Partido Comunista Português,,,9,5886,
96698,Viktor,USPASKICH,1,2019-07-02,,1959-07-24,lt,,NA,Darbo partija,,,9,5879,09v
96697,Waldemar,TOMASZEWSKI,1,2019-07-02,,1965-03-03,lt,,ECR,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,,,9,5878,
96681,Vilija,BLINKEVIČIŪTĖ,1,2019-07-02,,1960-03-03,lt,,S&D,Lietuvos socialdemokratų partija,,,9,5867,2gr
96668,Seán,KELLY,1,2019-07-02,,1952-04-26,ie,,EPP,Fine Gael Party,,,9,5855,8ep
96653,Katarína,ROTH NEVEĎALOVÁ,1,2022-12-30,,1982-11-10,sk,,NA,SMER-Sociálna demokracia,,,9,5842,q81
96648,Philippe,LAMBERTS,1,2019-07-02,,1963-03-14,be,,Greens/EFA,Ecologistes Confédérés pour l'Organisation de Luttes Originales,,,9,5838,
96646,Helmut,SCHOLZ,1,2019-07-02,,1954-06-21,de,,GUE/NGL,DIE LINKE.,,,9,5837,
95074,Jeroen,LENAERS,1,2019-07-02,,1984-04-29,nl,,EPP,Christen Democratisch Appèl,,,9,6592,zeb
94649,Catherine,GRISET,1,2019-07-02,,1972-08-20,fr,,ID,Rassemblement national,,,9,7019,yn7
88882,Victor,NEGRESCU,1,2020-02-01,,1985-08-17,ro,,S&D,Partidul Social Democrat,,,9,6691,9dp
88715,José,GUSMÃO,1,2019-07-02,,1976-07-20,pt,,GUE/NGL,Bloco de Esquerda,,,9,7133,kne
86793,Anna,CAVAZZINI,1,2019-07-02,,1982-12-12,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6847,h560
72779,Nadine,MORANO,1,2019-07-02,,1963-11-06,fr,,EPP,Les Républicains,,,9,6368,tee
58789,Jan,HUITEMA,1,2019-07-02,,1984-07-05,nl,,Renew,Volkspartij voor Vrijheid en Democratie,,,9,6622,
58766,Nicolae,ŞTEFĂNUȚĂ,1,2019-07-02,,1982-01-03,ro,,Greens/EFA,Independent,,,9,7055,d8y3
40599,Sirpa,PIETIKÄINEN,1,2019-07-02,,1959-04-19,fi,,EPP,Kansallinen Kokoomus,,,9,5788,8cq
39725,Iuliu,WINKLER,1,2019-07-02,,1964-03-14,ro,,EPP,Uniunea Democrată Maghiară din România,,,9,5782,5c8
38595,Rovana,PLUMB,1,2019-07-02,,1960-06-22,ro,,S&D,Partidul Social Democrat,,,9,5731,
38542,Johan,DANIELSSON,1,2019-07-02,2021-11-29,1982-06-30,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,9,6806,s11k
38511,Georg,MAYER,1,2019-07-02,,1973-10-12,at,,ID,Freiheitliche Partei Österreichs,,,9,6627,ge2
38420,Cristian-Silviu,BUŞOI,1,2019-07-02,,1978-03-01,ro,,EPP,Partidul Naţional Liberal,,,9,5729,
38398,Esther,DE LANGE,1,2019-07-02,2024-02-15,1975-02-19,nl,,EPP,Christen Democratisch Appèl,,,9,5727,
37324,Adina-Ioana,VĂLEAN,1,2019-07-02,2019-11-30,,ro,,EPP,Partidul Naţional Liberal,,,9,5714,63zu
37312,Christel,SCHALDEMOSE,1,2019-07-02,,1967-08-04,dk,,S&D,Socialdemokratiet,,,9,5713,bcp
37229,Kati,PIRI,1,2019-07-02,2021-03-30,1979-04-08,nl,,S&D,Partij van de Arbeid,,,9,6625,
36392,Aldo,PATRICIELLO,1,2019-07-02,,1957-09-27,it,,ID,Lega,,,9,5702,5dr
35016,Marco,CAMPOMENOSI,1,2019-07-02,,1975-09-02,it,,ID,Lega,,,9,6981,
34578,Robert,HAJŠEL,1,2019-07-02,,1967-03-28,sk,,S&D,Independent,,,9,7146,
33997,Corina,CREȚU,1,2019-07-02,,1967-06-24,ro,,S&D,PRO Romania,,,9,5661,
33982,Marian-Jean,MARINESCU,1,2019-07-02,,1952-08-11,ro,,EPP,Partidul Naţional Liberal,,,9,5646,
30490,Aileen,McLEOD,1,2019-07-02,2020-01-31,1971-08-24,gb,,Greens/EFA,Scottish National Party,,,9,7028,
30482,Younous,OMARJEE,1,2019-07-02,,1969-09-30,fr,,GUE/NGL,La France Insoumise,,,9,6250,xdv
29579,Marc,TARABELLA,1,2019-07-02,,1963-03-11,be,,NA,Independent,,,9,5624,
28619,Tatjana,ŽDANOKA,1,2019-07-02,,1950-05-08,lv,,NA,Latvijas Krievu savienība,,,9,5602,
28617,Inese,VAIDERE,1,2019-07-02,,1952-09-03,lv,,EPP,"Partija ""VIENOTĪBA""",,,9,5600,s9z
28615,Roberts,ZĪLE,1,2019-07-02,,1958-06-20,lv,,ECR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,9,5598,
28586,Dimitrios,PAPADIMOULIS,1,2019-07-02,,1955-03-21,gr,,GUE/NGL,New Left,,,9,5596,
28508,Alyn,SMITH,1,2019-07-02,2019-12-12,,gb,,Greens/EFA,Scottish National Party,,,9,5571,
28429,Alessandra,MUSSOLINI,1,2022-11-02,,1962-12-30,it,,EPP,Forza Italia,,,9,5547,qff
28400,Francisco José,MILLÁN MON,1,2019-07-02,,1955-03-08,es,,EPP,Partido Popular,,,9,5518,
28399,Antonio,LÓPEZ-ISTÚRIZ WHITE,1,2019-07-02,,1970-04-01,es,,EPP,Partido Popular,,,9,5517,
28390,Pilar,del CASTILLO VERA,1,2019-07-02,,1952-07-31,es,,EPP,Partido Popular,,,9,5508,fb4
28389,Zbigniew,KUŹMIUK,1,2019-07-02,2023-10-18,1956-09-19,pl,,ECR,Prawo i Sprawiedliwość,,,9,5507,
28372,Ryszard,CZARNECKI,1,2019-07-02,,1963-01-25,pl,,ECR,Prawo i Sprawiedliwość,,,9,5490,vdw
28353,Anna,FOTYGA,1,2019-07-02,,1957-01-12,pl,,ECR,Prawo i Sprawiedliwość,,,9,5472,gg1
28347,Javier,MORENO SÁNCHEZ,1,2019-07-02,,1965-03-12,es,,S&D,Partido Socialista Obrero Español,,,9,5466,d86
28346,Mercedes,BRESSO,1,2023-04-06,,1944-07-12,it,,S&D,Partito Democratico,,,9,5465,
28340,Patrizia,TOIA,1,2019-07-02,,1950-03-17,it,,S&D,Partito Democratico,,,9,5459,
28298,Iratxe,GARCÍA PÉREZ,1,2019-07-02,,1974-10-07,es,,S&D,Partido Socialista Obrero Español,,,9,5417,wev
28297,Jacek,SARYUSZ-WOLSKI,1,2019-07-02,,1948-09-19,pl,,ECR,Prawo i Sprawiedliwość,,,9,5416,vbx
28294,Ljudmila,NOVAK,1,2019-07-02,,1959-08-01,si,,EPP,Nova Slovenija – Krščanski demokrati,,,9,5413,b87
28288,Jan,OLBRYCHT,1,2019-07-02,,1952-09-21,pl,,EPP,Platforma Obywatelska,,,9,5407,
28269,Jerzy,BUZEK,1,2019-07-02,,1940-07-03,pl,,EPP,Platforma Obywatelska,,,9,5388,
28266,Sophia,IN 'T VELD,1,2019-07-02,,1963-09-13,nl,,Renew,Independent,,,9,5385,r22j
28229,Manfred,WEBER,1,2019-07-02,,1972-07-14,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,9,5351,6f6
28226,Christian,EHLER,1,2019-07-02,,1963-08-17,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5348,keh
28224,Markus,PIEPER,1,2019-07-02,,1963-05-15,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5346,
28223,Andreas,SCHWAB,1,2019-07-02,,1973-04-09,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5345,cbp
28219,Daniel,CASPARY,1,2019-07-02,,1976-04-04,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,5341,kcj
28161,Margrete,AUKEN,1,2019-07-02,,1945-01-06,dk,,Greens/EFA,Socialistisk Folkeparti,,,9,5291,
28150,Kinga,GÁL,1,2019-07-02,,1970-09-06,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,5280,rge
28141,Lívia,JÁRÓKA,1,2019-07-02,,1974-10-06,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,5271,2bb
28122,David,CASA,1,2019-07-02,,1968-11-16,mt,,EPP,Partit Nazzjonalista,,,9,5252,hh0
28115,Mairead,McGUINNESS,1,2019-07-02,2020-10-11,1959-06-13,ie,,EPP,Fine Gael Party,,,9,5245,
27714,Edina,TÓTH,1,2019-07-02,,1975-03-11,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,6965,utq
26837,Lefteris,CHRISTOFOROU,1,2019-07-02,2022-11-01,1963-08-31,cy,,EPP,Democratic Rally,,,9,5236,
24942,Ana,MIRANDA,1,2022-09-05,,1971-05-02,es,,Greens/EFA,Bloque Nacionalista Galego,,,9,6251,ybd
24922,Pascal,ARIMONT,1,2019-07-02,,1974-09-25,be,,EPP,Christlich Soziale Partei,,,9,6594,tdx
24594,Anne,SANDER,1,2019-07-02,,1973-10-01,fr,,EPP,Les Républicains,,,9,6370,7c7
24505,Emmanuel,MAUREL,1,2019-07-02,,1973-05-10,fr,,GUE/NGL,Gauche républicaine et socialiste,,,9,6354,zg9
23868,Monika,BEŇOVÁ,1,2019-07-02,,1968-08-15,sk,,NA,SMER-Sociálna demokracia,,,9,5173,kgz
23821,József,SZÁJER,1,2019-07-02,2021-01-01,1961-09-07,hu,,EPP,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,5143,
23816,András,GYÜRK,1,2019-07-02,,1972-12-02,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,5138,3ds
23788,Adam,BIELAN,1,2019-07-02,,1974-09-12,pl,,ECR,Prawo i Sprawiedliwość,,,9,5112,y7x
23781,Janusz,LEWANDOWSKI,1,2019-07-02,,1951-06-13,pl,,EPP,Platforma Obywatelska,,,9,5105,b6xq
23768,Bogusław,LIBERADZKI,1,2019-07-02,,1948-09-12,pl,,S&D,Nowa Lewica,,,9,5094,
23712,Jan,ZAHRADIL,1,2019-07-02,,1963-03-20,cz,,ECR,Občanská demokratická strana,,,9,5052,
23699,Kateřina,KONEČNÁ,1,2019-07-02,,1981-01-20,cz,,GUE/NGL,Komunistická strana Čech a Moravy,,,9,5039,1bu
22858,Fabienne,KELLER,1,2019-07-02,,1959-10-20,fr,,Renew,Agir - La Droite constructive,,,9,5021,48b
5729,Kathleen,VAN BREMPT,1,2019-07-02,,1969-11-18,be,,S&D,Vooruit,,,9,4990,qcz
5565,Brice,HORTEFEUX,1,2019-07-02,,1958-05-11,fr,,EPP,Les Républicains,,,9,4987,1dt
5392,Lara,WOLTERS,1,2019-07-04,,1986-04-12,nl,,S&D,Partij van de Arbeid,,,9,7249,9uy
4746,Sergio,BERLATO,1,2020-02-01,,1959-07-27,it,,ECR,FRATELLI D' ITALIA,,,9,4978,
4560,Antonius,MANDERS,1,2019-07-02,,1956-03-14,nl,,EPP,Christen Democratisch Appèl,,,9,4964,
4555,Daniel,HANNAN,1,2019-07-02,2020-01-31,,gb,,ECR,Conservative Party,,,9,4959,
4554,Chris,DAVIES,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,4958,
4550,Jill,EVANS,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Plaid Cymru - Party of Wales,,,9,4954,
4533,Neena,GILL,1,2019-07-02,2020-01-31,1956-12-24,gb,,S&D,Labour Party,,,9,4937,
4525,Nigel,FARAGE,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,4929,
4519,Claude,MORAES,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,4923,
4513,Geoffrey,VAN ORDEN,1,2019-07-02,2020-01-31,,gb,,ECR,Conservative Party,,,9,4917,
4465,Raffaele,FITTO,1,2019-07-02,2022-10-12,1969-08-28,it,,ECR,FRATELLI D' ITALIA,,,9,4880,
4391,Silvio,BERLUSCONI,1,2019-07-02,2022-10-12,1936-09-29,it,,EPP,Forza Italia,,,9,4806,
4344,María Soraya,RODRÍGUEZ RAMOS,1,2019-07-02,,1963-12-01,es,,Renew,Ciudadanos – Partido de la Ciudadanía,,,9,4767,8-88
4289,Angelika,NIEBLER,1,2019-07-02,,1963-02-18,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,9,4712,g8n
4267,Udo,BULLMANN,1,2019-07-02,,1956-06-08,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,4690,j8m
4253,Frédérique,RIES,1,2019-07-02,,1959-05-14,be,,Renew,Mouvement Réformateur,,,9,4676,
4246,Othmar,KARAS,1,2019-07-02,,1957-12-24,at,,EPP,Österreichische Volkspartei,,,9,4669,
2341,Michael,GAHLER,1,2019-07-02,,1960-04-22,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,4659,6cr
2323,Rainer,WIELAND,1,2019-07-02,,1957-02-19,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,4643,t9g
2309,Richard,CORBETT,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,4628,
2187,Antonio,TAJANI,1,2019-07-02,2022-10-12,1953-08-04,it,,EPP,Forza Italia,,,9,4482,
2054,Heidi,HAUTALA,1,2019-07-02,,1955-11-14,fi,,Greens/EFA,Vihreä liitto,,,9,4535,
1992,José Manuel,GARCÍA-MARGALLO Y MARFIL,1,2019-07-02,,1944-08-13,es,,EPP,Partido Popular,,,9,3980,
1927,Peter,LIESE,1,2019-07-02,,1965-05-20,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,3855,fek
1917,Markus,FERBER,1,2019-07-02,,1965-01-15,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,9,3833,dem
1913,Evelyne,GEBHARDT,1,2019-07-02,2022-02-01,1954-01-19,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,3827,
1909,Bernd,LANGE,1,2019-07-02,,1955-11-14,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,3823,f9n
1892,Carlos,COELHO,1,2023-07-07,,1960-05-20,pt,,EPP,Partido Social Democrata,,,9,3800,gdk
1854,Constanze,KREHL,1,2019-07-02,2022-10-02,1956-10-14,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,3761,
1394,Bill,NEWTON DUNN,1,2019-07-02,2020-01-31,,gb,,Renew,Liberal Democrats,,,9,1141,
840,Charles,GOERENS,1,2019-07-02,,1952-02-06,lu,,Renew,Parti démocratique,,,9,1793,zcc
